商品,订单号,订单状态,商品总价(元),店铺优惠折扣(元),平台优惠折扣(元),用户实付金额(元),商家实收金额(元),商品数量(件),发货时间,确认收货时间,商品id,商品规格,样式ID,商家备注,售后状态,快递单号,快递公司,订单成交时间,是否分期,分期期数,手续费承担方,分期方式
【买一送一】冰丝睡衣女夏季套短袖薄款仿真丝网红夏天家居服套装,230713-673673430562740,已签收,"75.65	","5.0	","0.0	","70.65	","70.65	","1	",2023/7/13 19:40,2023/7/22 20:19,"498001812942	","【两件套】蓝雪熊+白桃心,XXL码 【120-140斤】","1414010665482	",#dd#230713-648974233223040#17350128509#2023-07-13#228457492001#29.8##;,无售后或售后取消,"777153999501983	",申通快递,2023/7/13 10:11,否,,"	",
网红带胸垫睡衣女夏季纯棉短袖短裤套装新款加大码韩版外穿家居服,230713-365517874152787,已签收,"92.65	","3.0	","0.0	","89.65	","89.65	","1	",2023/7/13 19:40,2023/7/18 13:47,"498274382634	","ALS86507【带胸垫】,L 【建议95-113斤内】","1414447692903	",#dd#230713-248952995463040#17350128509#2023-07-13#460314374312#33.78##;,无售后或售后取消,"777153999504800	",申通快递,2023/7/13 9:57,否,,"	",
网红带胸垫睡衣女夏季纯棉短袖短裤套装新款加大码韩版外穿家居服,230713-021920490472787,已签收,"92.65	","5.0	","0.0	","87.65	","87.65	","1	",2023/7/13 19:40,2023/7/18 13:47,"498274382634	","ALS86501【带胸垫】,L 【建议95-113斤内】","1414447692910	",#dd#230713-377162382983040#17350128509#2023-07-13#460314374312#33.78##;,无售后或售后取消,"777153999514703	",申通快递,2023/7/13 9:57,否,,"	",
100%纯棉高档睡衣女夏天全棉短袖短裤新款薄款圆领夏季家居服套装,230713-500118363151398,未发货，退款成功,"62.9	","5.0	","0.0	","57.9	","57.9	","1	","	","	","498000631123	","A25233 全棉,2XL 【130-160斤】","1414008760752	","	",退款成功,"	","	",2023/7/13 9:53,否,,"	",
夏季女士棉绸短裤人造棉居家外穿休闲五分裤清凉宽松大码睡裤薄款,230713-564102481360153,已发货，退款成功,"43.5	","5.0	","0.0	","38.5	","38.5	","1	",2023/7/14 13:43,"	","498391756480	","人棉【萝卜头】五分裤,短裤3XL(建议160-200斤)","1414644854106	",#dd#230713-082187447943040#17350128509#2023-07-13#384820387637#6.69##;,退款成功,"463019003727387	",韵达快递,2023/7/13 9:50,否,,"	",
买一送一妈妈夏装两件套装中年妇女短袖七分裤中老年奶奶洋气冰丝,230713-037523363230256,已签收,"76.5	","5.0	","0.0	","71.5	","71.5	","1	",2023/7/13 19:40,2023/7/17 21:25,"497994248773	","13号色+14号色,3XL 适合120-140斤","1413999118968	",#dd#230713-283346236423040#17350128509#2023-07-13#484973593276#29.9##;,无售后或售后取消,"777153999511050	",申通快递,2023/7/13 9:46,否,,"	",
亚麻阔腿裤女高腰垂感2023字母松紧腰棉麻女裤宽松显瘦拖地长裤子,230713-277175408263152,已签收,"76.5	","5.0	","0.0	","71.5	","71.5	","1	",2023/7/13 19:40,2023/7/23 19:40,"498382503935	","黑色,L 建议105-115斤","1414629108860	",#dd#230713-681574439943040#17350128509#2023-07-13#462151508603#29.9##;,无售后或售后取消,"777153999509589	",申通快递,2023/7/13 9:37,否,,"	",
中年妈妈睡衣女夏季纯棉短袖七分裤中老年人加大码薄款套装家居服,230713-193105827512454,已发货，待签收,"68.85	","5.0	","0.0	","63.85	","63.85	","1	",2023/7/13 19:34,"	","498247229461	","mz6506,M（80-100斤）","1414404905605	",#dd#230713-464042095623040#17350128509#2023-07-13#241122968687#26.25##;,无售后或售后取消,"463013411076616	",韵达快递,2023/7/13 9:28,否,,"	",
日系水洗布睡衣女夏薄款长袖柠檬可爱小清新人造棉布睡衣家居服套,230713-666831450952709,已签收,"82.45	","5.0	","0.0	","77.45	","77.45	","1	",2023/7/13 19:40,2023/7/23 19:40,"497997213360	","1417绿色天鹅,XL（110--125斤）","1414003927235	",#dd#230713-121823579143040#17350128509#2023-07-13#177995709156#31.99##;,无售后或售后取消,"463014987463520	",韵达快递,2023/7/13 9:27,否,,"	",
新款库洛米睡衣夏季女短袖短裤夏天ins公主风可爱宽松居家服套装,230713-472781976572994,未发货，退款成功,"75.65	","5.0	","0.0	","70.65	","70.65	","1	","	","	","498222051357	","LYT2023 库洛米,M 【建议75-90斤】","1414363836456	","	",退款成功,"	","	",2023/7/13 9:19,否,,"	",
买一送一妈妈夏装两件套装中年妇女短袖七分裤中老年奶奶洋气冰丝,230713-121351782052913,已签收,"76.5	","5.0	","0.0	","71.5	","71.5	","1	",2023/7/13 23:08,2023/7/19 19:53,"497994248773	","13号色+15号色,XL 适合80-100斤","1413999118974	",#dd#230713-680714618503040#17350128509#2023-07-13#484973593276#29.9##;,无售后或售后取消,"777153996252016	",申通快递,2023/7/13 8:51,否,,"	",
天丝牛仔短裤子女夏新款薄冰丝休闲五分宽松阔腿高腰a字热裤大码,230713-070653122041371,已签收,"44.88	","5.0	","0.0	","39.88	","39.88	","1	",2023/7/15 2:13,2023/7/25 2:13,"498400479862	","浅蓝,XL(140-170斤）","1414658742471	",#dd#230713-405893354942951#18059530840#2023-07-13#494649908522#12.9##;,无售后或售后取消,"463020021834588	",韵达快递,2023/7/13 8:49,否,,"	",
网红带胸垫睡衣女夏季纯棉短袖短裤套装新款加大码韩版外穿家居服,230713-506315488941592,已签收,"92.65	","5.0	","0.0	","87.65	","87.65	","1	",2023/7/13 21:19,2023/7/23 21:19,"498274382634	","ALS86510【带胸垫】,XL 【建议110-130斤内】","1414447692965	",#dd#230713-144535766663040#17350128509#2023-07-13#460314374312#33.78##;,无售后或售后取消,"777154002907803	",申通快递,2023/7/13 8:41,否,,"	",
2023睡裙女春夏季冰丝性感薄款男友风白衬衫网红中长款仿真丝睡衣,230713-653703321163489,已签收,"69.7	","5.0	","0.0	","64.7	","64.7	","1	",2023/7/13 20:39,2023/7/23 20:39,"497980882524	","高级丝滑面料0001白色,L码 【建议110-150斤】","1413978250659	",#dd#230713-434765863943040#17350128509#2023-07-13#238657498353#19.88##;,无售后或售后取消,"463014973853045	",韵达快递,2023/7/13 8:26,否,,"	",
【买一送一】睡衣女夏季短袖卡通甜美薄款大码可外穿家居服套装,230713-082947634031795,已取消,"64.6	","5.0	","0.0	","59.6	","59.6	","1	","	","	","497993702677	","圆圈熊+格子熊【两套价】,XL 【建议105-120斤】","1413998298265	","	",无售后或售后取消,"	","	","	","	",,"	",
窄版冰丝阔腿裤女有口袋夏季薄款高腰垂坠感防晒直筒休闲拖地长裤,230713-649346425900332,已签收,"75.65	","5.0	","0.0	","70.65	","70.65	","1	",2023/7/13 23:09,2023/7/23 23:09,"498384165187	","黑色-小个子【有口袋】,M码 【适合95-105斤】","1414631984305	",#dd#230713-452827606663040#17350128509#2023-07-13#471857592768#19.28##;,无售后或售后取消,"463015001346990	",韵达快递,2023/7/13 8:09,否,,"	",
300斤睡衣女夏季薄款冰丝短袖套装新款可爱性感纯欲可外穿家居服,230713-324623420312436,已签收,"69.7	","5.0	","0.0	","64.7	","64.7	","1	",2023/7/15 2:13,2023/7/25 2:13,"498240847913	","白色,M 120斤内","1414394157614	",#dd#230713-485852455943040#17350128509#2023-07-13#448226108507#23.87##;,无售后或售后取消,"777154638544888	",申通快递,2023/7/13 8:09,否,,"	",
大码女夏装新款微胖mm洋气遮肉显瘦裤裙高腰阔腿宽松外穿西装短裤,230713-021810462292987,已发货，退款成功,"65.45	","5.0	","0.0	","60.45	","60.45	","1	",2023/7/13 23:08,"	","498396200938	","黑色,2XL 140-160斤","1414652246785	",#dd#230713-407822693383040#17350128509#2023-07-13#461688380246#24.98##;,退款成功,"463015001342364	",韵达快递,2023/7/13 8:00,否,,"	",
夏季轻薄洋气冰丝透气时尚套装中年妈妈装休闲两件套修身显瘦百搭,230713-122646773431085,已签收,"72.0	","5.0	","0.0	","67.0	","67.0	","1	",2023/7/13 21:44,2023/7/23 21:44,"497945938978	","金绿色043#【上衣+裤子】,XL 建议105-120斤","1413924228794	",#dd#230713-227949987463040#17350128509#2023-07-13#401282514983#22.9##;,无售后或售后取消,"777153994672080	",申通快递,2023/7/13 7:53,否,,"	",
买一送一妈妈夏装两件套装中年妇女短袖七分裤中老年奶奶洋气冰丝,230713-424070420123115,已取消,"76.5	","5.0	","0.0	","71.5	","71.5	","1	","	","	","497994248773	","13号色+5号色,3XL 适合120-140斤","1413999118932	","	",无售后或售后取消,"	","	","	","	",,"	",
单两条纯棉短裤女夏新款阔腿宽松大码直筒高腰显瘦薄款休闲五分裤,230713-449241455391316,未发货，退款成功,"57.0	","5.0	","0.0	","52.0	","52.0	","1	","	","	","498393606798	","焦糖+绿色 【B003两条装】,2XL 建议140-160斤","1414647890828	",#dd#230713-647527177223040#17350128509#2023-07-13#355926272712#17.62##;,退款成功,"	","	",2023/7/13 7:34,否,,"	",
妈妈棉质夏装中老年人女装夏天老年套头奶奶宽松T恤衣服老人套装,230713-308879093252997,已签收,"96.05	","5.0	","0.0	","91.05	","91.05	","1	",2023/7/13 15:12,2023/7/22 7:50,"497994826049	","黄色【0551】绵质,【4XL】建议13 0-155斤","1414000031349	",#dd#230713-036327924743040#17350128509#2023-07-13#222800972354#37.05##;,无售后或售后取消,"463013630003368	",韵达快递,2023/7/13 7:28,否,,"	",
纯色棉绸睡衣女短袖长裤两件套夏季新款大码宽松人造棉套装家居服,230713-652476425243485,未发货，退款成功,"90.95	","5.0	","5.0	","80.95	","85.95	","1	","	","	","498241710851	","玫红,XL（建议110-120斤）","1414396011719	","	",退款成功,"	","	",2023/7/13 7:25,否,,"	",
夏季女士棉绸短裤人造棉居家外穿休闲五分裤清凉宽松大码睡裤薄款,230713-478643506153898,未发货，退款成功,"43.5	","3.0	","0.0	","40.5	","40.5	","1	","	","	","498391756480	","人棉【五角星竖条纹】五分裤,短裤2XL(建议130-160斤)","1414644854113	",#dd#230713-551320308743040#17350128509#2023-07-13#384820387637#9.69##;,退款成功,"	","	",2023/7/13 7:22,否,,"	",
夏季女士棉绸短裤人造棉居家外穿休闲五分裤清凉宽松大码睡裤薄款,230713-076357385833898,已取消,"43.5	","3.0	","0.0	","40.5	","40.5	","1	","	","	","498391756480	","人棉【五角星竖条纹】五分裤,短裤2XL(建议130-160斤)","1414644854113	","	",无售后或售后取消,"	","	","	","	",,"	",
夏季妈妈冰丝阔腿裤中老年新宽松百搭花色阔腿裤高腰显瘦高档裙裤,230713-433371289003553,未发货，退款成功,"39.95	","5.0	","0.0	","34.95	","34.95	","1	","	","	","498373068809	","1号色 【冰丝裤】,2XL 建议【120-140】斤","1414613202064	","	",退款成功,"	","	",2023/7/13 7:22,否,,"	",
时髦又显瘦!工装阔腿裤短裤女夏2021新款韩版宽松显瘦高腰五分裤,230713-157181623810224,未发货，退款成功,"87.55	","5.0	","0.0	","82.55	","82.55	","1	","	","	","498398592693	","黑色636,L 建议105-115斤左右","1414655919419	",#dd#230713-083131134983040#17350128509#2023-07-13#488475517968#21.9##;,退款成功,"	","	",2023/7/13 7:21,否,,"	",
夏季女士棉绸短裤人造棉居家外穿休闲五分裤清凉宽松大码睡裤薄款,230713-135046184553898,已取消,"43.5	","5.0	","0.0	","38.5	","38.5	","1	","	","	","498391756480	","人棉【萝卜头】五分裤,短裤2XL(建议130-160斤)","1414644854105	","	",无售后或售后取消,"	","	","	","	",,"	",
亚麻阔腿裤女高腰垂感2023字母松紧腰棉麻女裤宽松显瘦拖地长裤子,230713-681432851270714,未发货，退款成功,"76.5	","5.0	","0.0	","71.5	","71.5	","1	","	","	","498382503935	","卡其色,2XL 建议125-135斤","1414629108856	","	",退款成功,"	","	",2023/7/13 7:19,否,,"	",
夏季轻薄洋气冰丝透气时尚套装中年妈妈装休闲两件套修身显瘦百搭,230713-041387303930957,已签收,"72.0	","5.0	","0.0	","67.0	","67.0	","1	",2023/7/13 19:40,2023/7/23 19:40,"497945938978	","金绿色043#【上衣+裤子】,L 建议90-105斤","1413924228793	",#dd#230713-185482690183040#17350128509#2023-07-13#401282514983#22.9##;,无售后或售后取消,"777153999511656	",申通快递,2023/7/13 7:16,否,,"	",
睡衣女夏季少女短袖七分裤夏天卡通可爱韩版加大码宽松家居服套装,230713-326904062961527,已签收,"55.25	","5.0	","0.0	","50.25	","50.25	","1	",2023/7/13 19:40,2023/7/23 19:40,"497953576637	","醉熊短袖七分裤套装女,L","1413936437079	",#dd#230713-133913702023040#17350128509#2023-07-13#136330246093#19.28##;,无售后或售后取消,"777153999506974	",申通快递,2023/7/13 7:12,否,,"	",
夏季吊带睡衣纯棉女士棉绸家居服学生公主可爱大码宽绵绸吊带睡裙,230713-446850671672337,已发货，退款成功,"54.0	","5.0	","0.0	","49.0	","49.0	","1	",2023/7/14 13:40,"	","498242383806	","669淡粉小花熊,170(XL) （120-135斤","1414397037853	",#dd#230713-500632186302951#18059530840#2023-07-13#462828311899#18##; ,退款成功,"463019003687649	",韵达快递,2023/7/13 7:07,否,,"	",
夏季轻薄洋气冰丝透气时尚套装中年妈妈装休闲两件套修身显瘦百搭,230713-678392032701343,已发货，退款成功,"72.0	","5.0	","0.0	","67.0	","67.0	","1	",2023/7/13 19:40,"	","497945938978	","金绿色043#【上衣+裤子】,XL 建议105-120斤","1413924228794	",#dd#230713-541599998983040#17350128509#2023-07-13#401282514983#22.9##;,退款成功,"777153999501885	",申通快递,2023/7/13 6:52,否,,"	",
薄款冰丝睡衣女夏季短袖短裤胖mm300斤加肥大码家居服2件套装外穿,230713-622434784930754,未发货，退款成功,"103.7	","5.0	","0.0	","98.7	","98.7	","1	","	","	","498008298557	","8853KA2草叶冰丝 偏大,M码 建议80-110斤","1414020392520	",#dd#230714-049922712382951#18059530840#2023-07-14#497098723798#41.18##;,退款成功,"	","	",2023/7/13 6:45,否,,"	",
买一送一妈妈夏装两件套装中年妇女短袖七分裤中老年奶奶洋气冰丝,230713-337835477991899,已签收,"76.5	","5.0	","0.0	","71.5	","71.5	","1	",2023/7/13 19:40,2023/7/23 19:40,"497994248773	","13号色+4号色,2XL 适合100-120斤","1413999118927	",#dd#230713-168254555783040#17350128509#2023-07-13#484973593276#29.9##;,无售后或售后取消,"777153999505968	",申通快递,2023/7/13 6:39,否,,"	",
高档纯棉睡衣女夏季短袖长裤中年妈妈大码开衫套装中老年人家居服,230713-330091754302642,已签收,"88.4	","5.0	","0.0	","83.4	","83.4	","1	",2023/7/13 16:32,2023/7/18 9:13,"497947037721	","37103,L（100-115斤）","1413926198647	",#dd#230713-329882080903040#17350128509#2023-07-13#243142304948#35.7##;,无售后或售后取消,"777153937674404	",申通快递,2023/7/13 6:26,否,,"	",
加肥加大女装遮肚子人造棉薄款气质中年妈妈特大码300斤棉绸夏装,230713-613422253730763,已发货，待签收,"107.95	","5.0	","0.0	","102.95	","102.95	","1	",2023/7/13 19:40,"	","497992701526	","RZM#浅之绿花,7XL（建议体重270-310斤）","1413996629390	",#dd#230713-683650599943040#17350128509#2023-07-13#355445554513#44.9##;,无售后或售后取消,"463014987462616	",韵达快递,2023/7/13 6:06,否,,"	",
春夏高档棉绸女年轻睡衣薄款长袖可外穿200斤宽松家居服妈妈套装,230713-628107539510034,未发货，退款成功,"82.45	","5.0	","0.0	","77.45	","77.45	","1	","	","	","498244891240	","嫣红纯色草莓,M （80-100斤）","1414401274278	","	",退款成功,"	","	",2023/7/13 6:05,否,,"	",
棉绸睡裙女夏中长款无袖薄款连衣裙大码妈妈睡衣人造棉居家服新款,230713-032264692662529,未发货，退款成功,"50.15	","5.0	","0.0	","45.15	","45.15	","1	","	","	","498236076590	","红色草莓,4XL 145-165斤左右","1414386474831	","	",退款成功,"	","	",2023/7/13 5:40,否,,"	",
夏季吊带睡衣纯棉女士棉绸家居服学生公主可爱大码宽绵绸吊带睡裙,230713-265447043973187,未发货，退款成功,"54.0	","5.0	","5.0	","44.0	","49.0	","1	","	","	","498242383806	","吊带米色叶子1,160(M) （90-105斤","1414397037791	",#dd#230713-014910780423040#17350128509#2023-07-13#207522028057#18##;,退款成功,"	","	",2023/7/13 4:58,否,,"	",
300斤睡衣女夏季薄款冰丝短袖套装新款可爱性感纯欲可外穿家居服,230713-124392642111506,已发货，待签收,"69.7	","5.0	","0.0	","64.7	","64.7	","1	",2023/7/14 19:00,"	","498240847913	","白色,M 120斤内","1414394157614	",#dd#230713-633675457543040#17350128509#2023-07-13#448226108507#23.87##;,无售后或售后取消,"777154618023774	",申通快递,2023/7/13 4:14,否,,"	",
纯棉睡裙女士夏季薄款短袖中年妈妈加大码中长款睡裙中老年人睡衣,230713-345322310610245,已签收,"67.5	","5.0	","0.0	","62.5	","62.5	","1	",2023/7/13 23:09,2023/7/23 23:09,"498244315791	","79047紫色 睡裙,XL（120-140斤）","1414400020753	",#dd#230713-593672324743040#17350128509#2023-07-13#109719404758#24.2##;,无售后或售后取消,"777153996249515	",申通快递,2023/7/13 5:04,否,,"	",
冰丝阔腿运动短裤女夏季薄款大码胖mm高腰宽松显瘦五分休闲中裤子,230713-687053260412722,已发货，退款成功,"39.95	","5.0	","0.0	","34.95	","34.95	","1	",2023/7/14 19:00,"	","498404375841	","粉红色 有口袋优质面料,3XL（建议145-160斤）","1414665284452	",#dd#230713-490209309703040#17350128509#2023-07-13#380595681868#10.79##;,退款成功,"777154617958681	",申通快递,2023/7/13 3:10,否,,"	",
睡衣女夏季纯棉短袖短裤可爱日系夏天两件套装薄款春秋大码家居服,230713-459575151374037,已签收,"90.95	","5.0	","0.0	","85.95	","85.95	","1	",2023/7/13 23:09,2023/7/23 23:09,"497985203154	","AD96061,XL码（适合体重118-135斤）","1413985803414	",#dd#230713-126065120903040#17350128509#2023-07-13#108451349747#36.85##;,无售后或售后取消,"777153996247577	",申通快递,2023/7/13 2:31,否,,"	",
100%棉麻复古萝卜裤子女2023夏新款哈伦裤宽松纯色百搭休闲九分裤,230713-628081356210762,已发货，退款成功,"52.7	","5.0	","0.0	","47.7	","47.7	","1	",2023/7/13 19:40,"	","498371942762	","卡其色,L 建议100-120斤","1414611427527	",#dd#230713-398228233223040#17350128509#2023-07-13#238001792094#18.9##;,退款成功,"777153999512560	",申通快递,2023/7/13 2:14,否,,"	",
100%棉麻复古萝卜裤子女2023夏新款哈伦裤宽松纯色百搭休闲九分裤,230713-069735607730762,已发货，退款成功,"52.7	","3.0	","0.0	","49.7	","49.7	","1	",2023/7/13 19:40,"	","498371942762	","黄色,L 建议100-120斤","1414611427506	",#dd#230713-528802159623040#17350128509#2023-07-13#238001792094#18.9##;,退款成功,"777153999508316	",申通快递,2023/7/13 2:14,否,,"	",
